dep,week,pop,P,cl_age90
90,2020-S22,15602,0,9
90,2020-S22,17564,0,19
90,2020-S22,15757,2,29
90,2020-S22,16796,2,39
90,2020-S22,17954,1,49
90,2020-S22,18412,0,59
90,2020-S22,17295,1,69
90,2020-S22,11945,2,79
90,2020-S22,7033,3,89
90,2020-S22,1787,0,90
90,2020-S22,140145,11,0
90,2020-S23,15602,0,9
90,2020-S23,17564,0,19
90,2020-S23,15757,0,29
90,2020-S23,16796,1,39
90,2020-S23,17954,0,49
90,2020-S23,18412,1,59
90,2020-S23,17295,0,69
90,2020-S23,11945,1,79
90,2020-S23,7033,4,89
90,2020-S23,1787,1,90
90,2020-S23,140145,8,0
90,2020-S24,15602,0,9
90,2020-S24,17564,0,19
90,2020-S24,15757,2,29
90,2020-S24,16796,0,39
90,2020-S24,17954,1,49
90,2020-S24,18412,0,59
90,2020-S24,17295,0,69
90,2020-S24,11945,2,79
90,2020-S24,7033,1,89
90,2020-S24,1787,0,90
90,2020-S24,140145,6,0
90,2020-S25,15602,0,9
90,2020-S25,17564,0,19
90,2020-S25,15757,0,29
90,2020-S25,16796,3,39
90,2020-S25,17954,0,49
90,2020-S25,18412,1,59
90,2020-S25,17295,0,69
90,2020-S25,11945,0,79
90,2020-S25,7033,1,89
90,2020-S25,1787,1,90
90,2020-S25,140145,6,0
90,2020-S26,15602,0,9
90,2020-S26,17564,0,19
90,2020-S26,15757,0,29
90,2020-S26,16796,0,39
90,2020-S26,17954,0,49
90,2020-S26,18412,1,59
90,2020-S26,17295,0,69
90,2020-S26,11945,0,79
90,2020-S26,7033,0,89
90,2020-S26,1787,0,90
90,2020-S26,140145,1,0
90,2020-S27,15602,0,9
90,2020-S27,17564,0,19
90,2020-S27,15757,0,29
90,2020-S27,16796,0,39
90,2020-S27,17954,0,49
90,2020-S27,18412,0,59
90,2020-S27,17295,0,69
90,2020-S27,11945,0,79
90,2020-S27,7033,1,89
90,2020-S27,1787,0,90
90,2020-S27,140145,1,0
90,2020-S28,15602,0,9
90,2020-S28,17564,0,19
90,2020-S28,15757,0,29
90,2020-S28,16796,1,39
90,2020-S28,17954,0,49
90,2020-S28,18412,1,59
90,2020-S28,17295,1,69
90,2020-S28,11945,0,79
90,2020-S28,7033,0,89
90,2020-S28,1787,0,90
90,2020-S28,140145,3,0
90,2020-S29,15602,0,9
90,2020-S29,17564,0,19
90,2020-S29,15757,0,29
90,2020-S29,16796,0,39
90,2020-S29,17954,0,49
90,2020-S29,18412,0,59
90,2020-S29,17295,3,69
90,2020-S29,11945,1,79
90,2020-S29,7033,0,89
90,2020-S29,1787,0,90
90,2020-S29,140145,4,0
90,2020-S30,15602,0,9
90,2020-S30,17564,1,19
90,2020-S30,15757,1,29
90,2020-S30,16796,0,39
90,2020-S30,17954,0,49
90,2020-S30,18412,0,59
90,2020-S30,17295,0,69
90,2020-S30,11945,0,79
90,2020-S30,7033,0,89
90,2020-S30,1787,0,90
90,2020-S30,140145,2,0
90,2020-S31,15602,0,9
90,2020-S31,17564,1,19
90,2020-S31,15757,1,29
90,2020-S31,16796,1,39
90,2020-S31,17954,2,49
90,2020-S31,18412,0,59
90,2020-S31,17295,0,69
90,2020-S31,11945,2,79
90,2020-S31,7033,0,89
90,2020-S31,1787,0,90
90,2020-S31,140145,7,0
90,2020-S32,15602,0,9
90,2020-S32,17564,0,19
90,2020-S32,15757,5,29
90,2020-S32,16796,3,39
90,2020-S32,17954,1,49
90,2020-S32,18412,1,59
90,2020-S32,17295,1,69
90,2020-S32,11945,0,79
90,2020-S32,7033,0,89
90,2020-S32,1787,0,90
90,2020-S32,140145,11,0
90,2020-S33,15602,1,9
90,2020-S33,17564,2,19
90,2020-S33,15757,4,29
90,2020-S33,16796,5,39
90,2020-S33,17954,5,49
90,2020-S33,18412,1,59
90,2020-S33,17295,2,69
90,2020-S33,11945,1,79
90,2020-S33,7033,0,89
90,2020-S33,1787,0,90
90,2020-S33,140145,21,0
90,2020-S34,15602,1,9
90,2020-S34,17564,2,19
90,2020-S34,15757,13,29
90,2020-S34,16796,2,39
90,2020-S34,17954,6,49
90,2020-S34,18412,3,59
90,2020-S34,17295,1,69
90,2020-S34,11945,0,79
90,2020-S34,7033,2,89
90,2020-S34,1787,0,90
90,2020-S34,140145,30,0
90,2020-S35,15602,1,9
90,2020-S35,17564,7,19
90,2020-S35,15757,10,29
90,2020-S35,16796,3,39
90,2020-S35,17954,8,49
90,2020-S35,18412,0,59
90,2020-S35,17295,2,69
90,2020-S35,11945,1,79
90,2020-S35,7033,0,89
90,2020-S35,1787,0,90
90,2020-S35,140145,32,0
90,2020-S36,15602,1,9
90,2020-S36,17564,4,19
90,2020-S36,15757,10,29
90,2020-S36,16796,7,39
90,2020-S36,17954,3,49
90,2020-S36,18412,9,59
90,2020-S36,17295,2,69
90,2020-S36,11945,1,79
90,2020-S36,7033,2,89
90,2020-S36,1787,0,90
90,2020-S36,140145,39,0
90,2020-S37,15602,7,9
90,2020-S37,17564,26,19
90,2020-S37,15757,17,29
90,2020-S37,16796,8,39
90,2020-S37,17954,7,49
90,2020-S37,18412,3,59
90,2020-S37,17295,2,69
90,2020-S37,11945,0,79
90,2020-S37,7033,1,89
90,2020-S37,1787,0,90
90,2020-S37,140145,71,0
90,2020-S38,15602,2,9
90,2020-S38,17564,27,19
90,2020-S38,15757,13,29
90,2020-S38,16796,10,39
90,2020-S38,17954,4,49
90,2020-S38,18412,8,59
90,2020-S38,17295,0,69
90,2020-S38,11945,2,79
90,2020-S38,7033,1,89
90,2020-S38,1787,0,90
90,2020-S38,140145,67,0
90,2020-S39,15602,2,9
90,2020-S39,17564,7,19
90,2020-S39,15757,5,29
90,2020-S39,16796,9,39
90,2020-S39,17954,4,49
90,2020-S39,18412,5,59
90,2020-S39,17295,2,69
90,2020-S39,11945,2,79
90,2020-S39,7033,4,89
90,2020-S39,1787,1,90
90,2020-S39,140145,41,0
90,2020-S40,15602,0,9
90,2020-S40,17564,13,19
90,2020-S40,15757,11,29
90,2020-S40,16796,6,39
90,2020-S40,17954,9,49
90,2020-S40,18412,12,59
90,2020-S40,17295,3,69
90,2020-S40,11945,5,79
90,2020-S40,7033,2,89
90,2020-S40,1787,0,90
90,2020-S40,140145,61,0
91,2020-S21,181967,0,9
91,2020-S21,178366,6,19
91,2020-S21,163898,8,29
91,2020-S21,174980,4,39
91,2020-S21,179847,10,49
91,2020-S21,169548,4,59
91,2020-S21,125968,10,69
91,2020-S21,84911,8,79
91,2020-S21,47796,25,89
91,2020-S21,12120,22,90
91,2020-S21,1319401,97,0
91,2020-S22,181967,3,9
91,2020-S22,178366,7,19
91,2020-S22,163898,9,29
91,2020-S22,174980,8,39
91,2020-S22,179847,5,49
91,2020-S22,169548,14,59
91,2020-S22,125968,13,69
91,2020-S22,84911,5,79
91,2020-S22,47796,13,89
91,2020-S22,12120,10,90
91,2020-S22,1319401,87,0
91,2020-S23,181967,4,9
91,2020-S23,178366,5,19
91,2020-S23,163898,5,29
91,2020-S23,174980,12,39
91,2020-S23,179847,8,49
91,2020-S23,169548,14,59
91,2020-S23,125968,12,69
91,2020-S23,84911,4,79
91,2020-S23,47796,9,89
91,2020-S23,12120,7,90
91,2020-S23,1319401,80,0
91,2020-S24,181967,3,9
91,2020-S24,178366,7,19
91,2020-S24,163898,6,29
91,2020-S24,174980,10,39
91,2020-S24,179847,6,49
91,2020-S24,169548,10,59
91,2020-S24,125968,11,69
91,2020-S24,84911,9,79
91,2020-S24,47796,6,89
91,2020-S24,12120,2,90
91,2020-S24,1319401,70,0
91,2020-S25,181967,3,9
91,2020-S25,178366,4,19
91,2020-S25,163898,7,29
91,2020-S25,174980,6,39
91,2020-S25,179847,4,49
91,2020-S25,169548,5,59
91,2020-S25,125968,4,69
91,2020-S25,84911,7,79
91,2020-S25,47796,7,89
91,2020-S25,12120,4,90
91,2020-S25,1319401,51,0
91,2020-S26,181967,5,9
91,2020-S26,178366,8,19
91,2020-S26,163898,11,29
91,2020-S26,174980,12,39
91,2020-S26,179847,8,49
91,2020-S26,169548,7,59
91,2020-S26,125968,3,69
91,2020-S26,84911,0,79
91,2020-S26,47796,8,89
91,2020-S26,12120,3,90
91,2020-S26,1319401,65,0
91,2020-S27,181967,7,9
91,2020-S27,178366,8,19
91,2020-S27,163898,7,29
91,2020-S27,174980,15,39
91,2020-S27,179847,11,49
91,2020-S27,169548,5,59
91,2020-S27,125968,7,69
91,2020-S27,84911,8,79
91,2020-S27,47796,12,89
91,2020-S27,12120,32,90
91,2020-S27,1319401,112,0
91,2020-S28,181967,7,9
91,2020-S28,178366,5,19
91,2020-S28,163898,11,29
91,2020-S28,174980,10,39
91,2020-S28,179847,8,49
91,2020-S28,169548,9,59
91,2020-S28,125968,11,69
91,2020-S28,84911,2,79
91,2020-S28,47796,5,89
91,2020-S28,12120,5,90
91,2020-S28,1319401,73,0
91,2020-S29,181967,4,9
91,2020-S29,178366,7,19
91,2020-S29,163898,21,29
91,2020-S29,174980,20,39
91,2020-S29,179847,17,49
91,2020-S29,169548,12,59
91,2020-S29,125968,7,69
91,2020-S29,84911,8,79
91,2020-S29,47796,2,89
91,2020-S29,12120,3,90
91,2020-S29,1319401,101,0
91,2020-S30,181967,11,9
91,2020-S30,178366,27,19
91,2020-S30,163898,32,29
91,2020-S30,174980,36,39
91,2020-S30,179847,28,49
91,2020-S30,169548,28,59
91,2020-S30,125968,23,69
91,2020-S30,84911,9,79
91,2020-S30,47796,3,89
91,2020-S30,12120,2,90
91,2020-S30,1319401,199,0
91,2020-S31,181967,14,9
91,2020-S31,178366,35,19
91,2020-S31,163898,73,29
91,2020-S31,174980,49,39
91,2020-S31,179847,35,49
91,2020-S31,169548,38,59
91,2020-S31,125968,21,69
91,2020-S31,84911,12,79
91,2020-S31,47796,8,89
91,2020-S31,12120,1,90
91,2020-S31,1319401,286,0
91,2020-S32,181967,19,9
91,2020-S32,178366,40,19
91,2020-S32,163898,101,29
91,2020-S32,174980,64,39
91,2020-S32,179847,49,49
91,2020-S32,169548,48,59
91,2020-S32,125968,22,69
91,2020-S32,84911,14,79
91,2020-S32,47796,10,89
91,2020-S32,12120,8,90
91,2020-S32,1319401,375,0
91,2020-S33,181967,20,9
91,2020-S33,178366,48,19
91,2020-S33,163898,140,29
91,2020-S33,174980,87,39
91,2020-S33,179847,48,49
91,2020-S33,169548,59,59
91,2020-S33,125968,36,69
91,2020-S33,84911,17,79
91,2020-S33,47796,12,89
91,2020-S33,12120,8,90
91,2020-S33,1319401,476,0
91,2020-S34,181967,17,9
91,2020-S34,178366,51,19
91,2020-S34,163898,191,29
91,2020-S34,174980,126,39
91,2020-S34,179847,75,49
91,2020-S34,169548,58,59
91,2020-S34,125968,39,69
91,2020-S34,84911,8,79
91,2020-S34,47796,7,89
91,2020-S34,12120,1,90
91,2020-S34,1319401,574,0
91,2020-S35,181967,37,9
91,2020-S35,178366,101,19
91,2020-S35,163898,293,29
91,2020-S35,174980,170,39
91,2020-S35,179847,106,49
91,2020-S35,169548,100,59
91,2020-S35,125968,50,69
91,2020-S35,84911,30,79
91,2020-S35,47796,12,89
91,2020-S35,12120,1,90
91,2020-S35,1319401,900,0
91,2020-S36,181967,47,9
91,2020-S36,178366,114,19
91,2020-S36,163898,351,29
91,2020-S36,174980,213,39
91,2020-S36,179847,157,49
91,2020-S36,169548,110,59
91,2020-S36,125968,54,69
91,2020-S36,84911,28,79
91,2020-S36,47796,9,89
91,2020-S36,12120,4,90
91,2020-S36,1319401,1087,0
91,2020-S37,181967,70,9
91,2020-S37,178366,152,19
91,2020-S37,163898,360,29
91,2020-S37,174980,225,39
91,2020-S37,179847,192,49
91,2020-S37,169548,172,59
91,2020-S37,125968,71,69
91,2020-S37,84911,38,79
91,2020-S37,47796,19,89
91,2020-S37,12120,6,90
91,2020-S37,1319401,1305,0
91,2020-S38,181967,51,9
91,2020-S38,178366,179,19
91,2020-S38,163898,415,29
91,2020-S38,174980,275,39
91,2020-S38,179847,219,49
91,2020-S38,169548,176,59
91,2020-S38,125968,101,69
91,2020-S38,84911,39,79
91,2020-S38,47796,24,89
91,2020-S38,12120,11,90
91,2020-S38,1319401,1492,0
91,2020-S39,181967,34,9
91,2020-S39,178366,229,19
91,2020-S39,163898,442,29
91,2020-S39,174980,365,39
91,2020-S39,179847,282,49
91,2020-S39,169548,243,59
91,2020-S39,125968,106,69
91,2020-S39,84911,52,79
91,2020-S39,47796,31,89
91,2020-S39,12120,21,90
91,2020-S39,1319401,1805,0
91,2020-S40,181967,52,9
91,2020-S40,178366,258,19
91,2020-S40,163898,471,29
91,2020-S40,174980,367,39
91,2020-S40,179847,331,49
91,2020-S40,169548,303,59
91,2020-S40,125968,140,69
91,2020-S40,84911,63,79
91,2020-S40,47796,25,89
91,2020-S40,12120,6,90
91,2020-S40,1319401,2016,0
92,2020-S21,201673,2,9
92,2020-S21,192311,5,19
92,2020-S21,216187,21,29
92,2020-S21,241384,14,39
92,2020-S21,227139,20,49
92,2020-S21,201643,15,59
92,2020-S21,148428,16,69
92,2020-S21,105386,17,79
92,2020-S21,59907,32,89
92,2020-S21,19704,27,90
92,2020-S21,1613762,169,0
92,2020-S22,201673,3,9
92,2020-S22,192311,12,19
92,2020-S22,216187,24,29
92,2020-S22,241384,11,39
92,2020-S22,227139,11,49
92,2020-S22,201643,7,59
92,2020-S22,148428,9,69
92,2020-S22,105386,8,79
92,2020-S22,59907,27,89
92,2020-S22,19704,25,90
92,2020-S22,1613762,137,0
92,2020-S23,201673,4,9
92,2020-S23,192311,6,19
92,2020-S23,216187,11,29
92,2020-S23,241384,11,39
92,2020-S23,227139,22,49
92,2020-S23,201643,10,59
92,2020-S23,148428,17,69
92,2020-S23,105386,7,79
92,2020-S23,59907,2,89
92,2020-S23,19704,4,90
92,2020-S23,1613762,94,0
92,2020-S24,201673,4,9
92,2020-S24,192311,2,19
92,2020-S24,216187,8,29
92,2020-S24,241384,10,39
92,2020-S24,227139,10,49
92,2020-S24,201643,8,59
92,2020-S24,148428,5,69
92,2020-S24,105386,3,79
92,2020-S24,59907,4,89
92,2020-S24,19704,4,90
92,2020-S24,1613762,58,0
92,2020-S25,201673,7,9
92,2020-S25,192311,4,19
92,2020-S25,216187,13,29
92,2020-S25,241384,13,39
92,2020-S25,227139,8,49
92,2020-S25,201643,14,59
92,2020-S25,148428,6,69
92,2020-S25,105386,5,79
92,2020-S25,59907,9,89
92,2020-S25,19704,1,90
92,2020-S25,1613762,80,0
92,2020-S26,201673,4,9
92,2020-S26,192311,8,19
92,2020-S26,216187,22,29
92,2020-S26,241384,12,39
92,2020-S26,227139,8,49
92,2020-S26,201643,9,59
92,2020-S26,148428,8,69
92,2020-S26,105386,5,79
92,2020-S26,59907,6,89
92,2020-S26,19704,5,90
92,2020-S26,1613762,87,0
92,2020-S27,201673,7,9
92,2020-S27,192311,23,19
92,2020-S27,216187,13,29
92,2020-S27,241384,21,39
92,2020-S27,227139,15,49
92,2020-S27,201643,13,59
92,2020-S27,148428,8,69
92,2020-S27,105386,4,79
92,2020-S27,59907,2,89
92,2020-S27,19704,1,90
92,2020-S27,1613762,110,0
92,2020-S28,201673,10,9
92,2020-S28,192311,20,19
92,2020-S28,216187,31,29
92,2020-S28,241384,22,39
92,2020-S28,227139,17,49
92,2020-S28,201643,15,59
92,2020-S28,148428,11,69
92,2020-S28,105386,4,79
92,2020-S28,59907,2,89
92,2020-S28,19704,3,90
92,2020-S28,1613762,135,0
92,2020-S29,201673,8,9
92,2020-S29,192311,20,19
92,2020-S29,216187,29,29
92,2020-S29,241384,29,39
92,2020-S29,227139,26,49
92,2020-S29,201643,20,59
92,2020-S29,148428,11,69
92,2020-S29,105386,6,79
92,2020-S29,59907,5,89
92,2020-S29,19704,0,90
92,2020-S29,1613762,156,0
92,2020-S30,201673,7,9
92,2020-S30,192311,23,19
92,2020-S30,216187,72,29
92,2020-S30,241384,37,39
92,2020-S30,227139,49,49
92,2020-S30,201643,26,59
92,2020-S30,148428,19,69
92,2020-S30,105386,14,79
92,2020-S30,59907,5,89
92,2020-S30,19704,4,90
92,2020-S30,1613762,257,0
92,2020-S31,201673,13,9
92,2020-S31,192311,28,19
92,2020-S31,216187,124,29
92,2020-S31,241384,83,39
92,2020-S31,227139,48,49
92,2020-S31,201643,46,59
92,2020-S31,148428,28,69
92,2020-S31,105386,9,79
92,2020-S31,59907,8,89
92,2020-S31,19704,8,90
92,2020-S31,1613762,395,0
92,2020-S32,201673,7,9
92,2020-S32,192311,41,19
92,2020-S32,216187,179,29
92,2020-S32,241384,123,39
92,2020-S32,227139,55,49
92,2020-S32,201643,53,59
92,2020-S32,148428,29,69
92,2020-S32,105386,24,79
92,2020-S32,59907,15,89
92,2020-S32,19704,11,90
92,2020-S32,1613762,539,0
92,2020-S33,201673,20,9
92,2020-S33,192311,79,19
92,2020-S33,216187,236,29
92,2020-S33,241384,136,39
92,2020-S33,227139,87,49
92,2020-S33,201643,64,59
92,2020-S33,148428,37,69
92,2020-S33,105386,28,79
92,2020-S33,59907,13,89
92,2020-S33,19704,4,90
92,2020-S33,1613762,704,0
92,2020-S34,201673,22,9
92,2020-S34,192311,121,19
92,2020-S34,216187,434,29
92,2020-S34,241384,245,39
92,2020-S34,227139,130,49
92,2020-S34,201643,108,59
92,2020-S34,148428,64,69
92,2020-S34,105386,20,79
92,2020-S34,59907,9,89
92,2020-S34,19704,7,90
92,2020-S34,1613762,1160,0
92,2020-S35,201673,30,9
92,2020-S35,192311,200,19
92,2020-S35,216187,667,29
92,2020-S35,241384,386,39
92,2020-S35,227139,212,49
92,2020-S35,201643,168,59
92,2020-S35,148428,66,69
92,2020-S35,105386,27,79
92,2020-S35,59907,18,89
92,2020-S35,19704,16,90
92,2020-S35,1613762,1793,0
92,2020-S36,201673,69,9
92,2020-S36,192311,251,19
92,2020-S36,216187,764,29
92,2020-S36,241384,422,39
92,2020-S36,227139,293,49
92,2020-S36,201643,238,59
92,2020-S36,148428,125,69
92,2020-S36,105386,50,79
92,2020-S36,59907,23,89
92,2020-S36,19704,9,90
92,2020-S36,1613762,2245,0
92,2020-S37,201673,107,9
92,2020-S37,192311,336,19
92,2020-S37,216187,749,29
92,2020-S37,241384,509,39
92,2020-S37,227139,321,49
92,2020-S37,201643,295,59
92,2020-S37,148428,153,69
92,2020-S37,105386,67,79
92,2020-S37,59907,39,89
92,2020-S37,19704,27,90
92,2020-S37,1613762,2605,0
92,2020-S38,201673,93,9
92,2020-S38,192311,409,19
92,2020-S38,216187,897,29
92,2020-S38,241384,585,39
92,2020-S38,227139,448,49
92,2020-S38,201643,358,59
92,2020-S38,148428,211,69
92,2020-S38,105386,75,79
92,2020-S38,59907,45,89
92,2020-S38,19704,18,90
92,2020-S38,1613762,3143,0
92,2020-S39,201673,56,9
92,2020-S39,192311,342,19
92,2020-S39,216187,965,29
92,2020-S39,241384,623,39
92,2020-S39,227139,460,49
92,2020-S39,201643,394,59
92,2020-S39,148428,201,69
92,2020-S39,105386,94,79
92,2020-S39,59907,44,89
92,2020-S39,19704,27,90
92,2020-S39,1613762,3221,0
92,2020-S40,201673,66,9
92,2020-S40,192311,391,19
92,2020-S40,216187,1039,29
92,2020-S40,241384,703,39
92,2020-S40,227139,564,49
92,2020-S40,201643,477,59
92,2020-S40,148428,268,69
92,2020-S40,105386,101,79
92,2020-S40,59907,45,89
92,2020-S40,19704,30,90
92,2020-S40,1613762,3690,0
93,2020-S21,258509,2,9
93,2020-S21,226523,6,19
93,2020-S21,222290,17,29
93,2020-S21,256009,20,39
93,2020-S21,231000,24,49
93,2020-S21,197192,29,59
93,2020-S21,143660,16,69
93,2020-S21,83141,16,79
93,2020-S21,41509,23,89
93,2020-S21,10316,18,90
93,2020-S21,1670149,171,0
93,2020-S22,258509,1,9
93,2020-S22,226523,15,19
93,2020-S22,222290,24,29
93,2020-S22,256009,28,39
93,2020-S22,231000,22,49
93,2020-S22,197192,23,59
93,2020-S22,143660,15,69
93,2020-S22,83141,7,79
93,2020-S22,41509,11,89
93,2020-S22,10316,7,90
93,2020-S22,1670149,153,0
93,2020-S23,258509,2,9
93,2020-S23,226523,3,19
93,2020-S23,222290,17,29
93,2020-S23,256009,20,39
93,2020-S23,231000,11,49
93,2020-S23,197192,10,59
93,2020-S23,143660,9,69
93,2020-S23,83141,6,79
93,2020-S23,41509,6,89
93,2020-S23,10316,1,90
93,2020-S23,1670149,85,0
93,2020-S24,258509,6,9
93,2020-S24,226523,12,19
93,2020-S24,222290,16,29
93,2020-S24,256009,17,39
93,2020-S24,231000,17,49
93,2020-S24,197192,17,59
93,2020-S24,143660,11,69
93,2020-S24,83141,7,79
93,2020-S24,41509,11,89
93,2020-S24,10316,8,90
93,2020-S24,1670149,122,0
93,2020-S25,258509,1,9
93,2020-S25,226523,9,19
93,2020-S25,222290,15,29
93,2020-S25,256009,25,39
93,2020-S25,231000,19,49
93,2020-S25,197192,11,59
93,2020-S25,143660,10,69
93,2020-S25,83141,6,79
93,2020-S25,41509,6,89
93,2020-S25,10316,1,90
93,2020-S25,1670149,103,0
93,2020-S26,258509,10,9
93,2020-S26,226523,21,19
93,2020-S26,222290,14,29
93,2020-S26,256009,25,39
93,2020-S26,231000,25,49
93,2020-S26,197192,16,59
93,2020-S26,143660,8,69
93,2020-S26,83141,7,79
93,2020-S26,41509,5,89
93,2020-S26,10316,4,90
93,2020-S26,1670149,135,0
93,2020-S27,258509,9,9
93,2020-S27,226523,13,19
93,2020-S27,222290,28,29
93,2020-S27,256009,23,39
93,2020-S27,231000,23,49
93,2020-S27,197192,21,59
93,2020-S27,143660,16,69
93,2020-S27,83141,6,79
93,2020-S27,41509,5,89
93,2020-S27,10316,1,90
93,2020-S27,1670149,145,0
93,2020-S28,258509,26,9
93,2020-S28,226523,9,19
93,2020-S28,222290,20,29
93,2020-S28,256009,37,39
93,2020-S28,231000,23,49
93,2020-S28,197192,28,59
93,2020-S28,143660,21,69
93,2020-S28,83141,2,79
93,2020-S28,41509,4,89
93,2020-S28,10316,1,90
93,2020-S28,1670149,171,0
93,2020-S29,258509,10,9
93,2020-S29,226523,17,19
93,2020-S29,222290,22,29
93,2020-S29,256009,39,39
93,2020-S29,231000,34,49
93,2020-S29,197192,24,59
93,2020-S29,143660,19,69
93,2020-S29,83141,18,79
93,2020-S29,41509,1,89
93,2020-S29,10316,1,90
93,2020-S29,1670149,186,0
93,2020-S30,258509,14,9
93,2020-S30,226523,29,19
93,2020-S30,222290,60,29
93,2020-S30,256009,67,39
93,2020-S30,231000,28,49
93,2020-S30,197192,36,59
93,2020-S30,143660,20,69
93,2020-S30,83141,15,79
93,2020-S30,41509,8,89
93,2020-S30,10316,2,90
93,2020-S30,1670149,280,0
93,2020-S31,258509,21,9
93,2020-S31,226523,39,19
93,2020-S31,222290,126,29
93,2020-S31,256009,106,39
93,2020-S31,231000,62,49
93,2020-S31,197192,55,59
93,2020-S31,143660,50,69
93,2020-S31,83141,12,79
93,2020-S31,41509,5,89
93,2020-S31,10316,2,90
93,2020-S31,1670149,481,0
93,2020-S32,258509,28,9
93,2020-S32,226523,44,19
93,2020-S32,222290,178,29
93,2020-S32,256009,128,39
93,2020-S32,231000,72,49
93,2020-S32,197192,62,59
93,2020-S32,143660,32,69
93,2020-S32,83141,23,79
93,2020-S32,41509,9,89
93,2020-S32,10316,4,90
93,2020-S32,1670149,580,0
93,2020-S33,258509,27,9
93,2020-S33,226523,90,19
93,2020-S33,222290,230,29
93,2020-S33,256009,183,39
93,2020-S33,231000,133,49
93,2020-S33,197192,85,59
93,2020-S33,143660,50,69
93,2020-S33,83141,31,79
93,2020-S33,41509,16,89
93,2020-S33,10316,3,90
93,2020-S33,1670149,849,0
93,2020-S34,258509,43,9
93,2020-S34,226523,120,19
93,2020-S34,222290,401,29
93,2020-S34,256009,251,39
93,2020-S34,231000,138,49
93,2020-S34,197192,121,59
93,2020-S34,143660,78,69
93,2020-S34,83141,31,79
93,2020-S34,41509,16,89
93,2020-S34,10316,4,90
93,2020-S34,1670149,1203,0
93,2020-S35,258509,52,9
93,2020-S35,226523,180,19
93,2020-S35,222290,572,29
93,2020-S35,256009,377,39
93,2020-S35,231000,197,49
93,2020-S35,197192,135,59
93,2020-S35,143660,91,69
93,2020-S35,83141,31,79
93,2020-S35,41509,19,89
93,2020-S35,10316,3,90
93,2020-S35,1670149,1659,0
93,2020-S36,258509,66,9
93,2020-S36,226523,203,19
93,2020-S36,222290,622,29
93,2020-S36,256009,409,39
93,2020-S36,231000,237,49
93,2020-S36,197192,170,59
93,2020-S36,143660,118,69
93,2020-S36,83141,57,79
93,2020-S36,41509,24,89
93,2020-S36,10316,9,90
93,2020-S36,1670149,1915,0
93,2020-S37,258509,116,9
93,2020-S37,226523,279,19
93,2020-S37,222290,672,29
93,2020-S37,256009,499,39
93,2020-S37,231000,359,49
93,2020-S37,197192,224,59
93,2020-S37,143660,161,69
93,2020-S37,83141,64,79
93,2020-S37,41509,15,89
93,2020-S37,10316,4,90
93,2020-S37,1670149,2393,0
93,2020-S38,258509,138,9
93,2020-S38,226523,396,19
93,2020-S38,222290,678,29
93,2020-S38,256009,572,39
93,2020-S38,231000,419,49
93,2020-S38,197192,390,59
93,2020-S38,143660,218,69
93,2020-S38,83141,100,79
93,2020-S38,41509,36,89
93,2020-S38,10316,19,90
93,2020-S38,1670149,2970,0
93,2020-S39,258509,78,9
93,2020-S39,226523,373,19
93,2020-S39,222290,688,29
93,2020-S39,256009,620,39
93,2020-S39,231000,476,49
93,2020-S39,197192,407,59
93,2020-S39,143660,245,69
93,2020-S39,83141,126,79
93,2020-S39,41509,48,89
93,2020-S39,10316,7,90
93,2020-S39,1670149,3072,0
93,2020-S40,258509,86,9
93,2020-S40,226523,448,19
93,2020-S40,222290,737,29
93,2020-S40,256009,666,39
93,2020-S40,231000,556,49
93,2020-S40,197192,455,59
93,2020-S40,143660,252,69
93,2020-S40,83141,107,79
93,2020-S40,41509,64,89
93,2020-S40,10316,9,90
93,2020-S40,1670149,3384,0
94,2020-S21,184482,9,9
94,2020-S21,175118,6,19
94,2020-S21,188876,21,29
94,2020-S21,201248,16,39
94,2020-S21,189650,14,49
94,2020-S21,178549,16,59
94,2020-S21,134760,20,69
94,2020-S21,87847,14,79
94,2020-S21,50463,23,89
94,2020-S21,15048,26,90
94,2020-S21,1406041,165,0
94,2020-S22,184482,9,9
94,2020-S22,175118,5,19
94,2020-S22,188876,13,29
94,2020-S22,201248,16,39
94,2020-S22,189650,19,49
94,2020-S22,178549,17,59
94,2020-S22,134760,11,69
94,2020-S22,87847,19,79
94,2020-S22,50463,27,89
94,2020-S22,15048,29,90
94,2020-S22,1406041,165,0
94,2020-S23,184482,6,9
94,2020-S23,175118,4,19
94,2020-S23,188876,17,29
94,2020-S23,201248,17,39
94,2020-S23,189650,18,49
94,2020-S23,178549,16,59
94,2020-S23,134760,13,69
94,2020-S23,87847,7,79
94,2020-S23,50463,10,89
94,2020-S23,15048,11,90
94,2020-S23,1406041,122,0
94,2020-S24,184482,6,9
94,2020-S24,175118,3,19
94,2020-S24,188876,5,29
94,2020-S24,201248,8,39
94,2020-S24,189650,6,49
94,2020-S24,178549,7,59
94,2020-S24,134760,5,69
94,2020-S24,87847,5,79
94,2020-S24,50463,11,89
94,2020-S24,15048,16,90
94,2020-S24,1406041,72,0
94,2020-S25,184482,6,9
94,2020-S25,175118,9,19
94,2020-S25,188876,17,29
94,2020-S25,201248,25,39
94,2020-S25,189650,17,49
94,2020-S25,178549,10,59
94,2020-S25,134760,7,69
94,2020-S25,87847,5,79
94,2020-S25,50463,6,89
94,2020-S25,15048,6,90
94,2020-S25,1406041,108,0
94,2020-S26,184482,7,9
94,2020-S26,175118,9,19
