dep,week,pop,P,cl_age90
10,2020-S39,38394,21,49
10,2020-S39,39551,25,59
10,2020-S39,38744,11,69
10,2020-S39,28146,5,79
10,2020-S39,16154,1,89
10,2020-S39,4656,0,90
10,2020-S39,309907,141,0
10,2020-S40,35109,5,9
10,2020-S40,39404,28,19
10,2020-S40,33165,36,29
10,2020-S40,36584,30,39
10,2020-S40,38394,30,49
10,2020-S40,39551,30,59
10,2020-S40,38744,18,69
10,2020-S40,28146,15,79
10,2020-S40,16154,6,89
10,2020-S40,4656,0,90
10,2020-S40,309907,198,0
11,2020-S21,36668,0,9
11,2020-S21,41976,0,19
11,2020-S21,30786,0,29
11,2020-S21,39384,3,39
11,2020-S21,45681,3,49
11,2020-S21,51248,0,59
11,2020-S21,54211,3,69
11,2020-S21,42651,2,79
11,2020-S21,23159,5,89
11,2020-S21,6941,8,90
11,2020-S21,372705,24,0
11,2020-S22,36668,0,9
11,2020-S22,41976,0,19
11,2020-S22,30786,1,29
11,2020-S22,39384,0,39
11,2020-S22,45681,0,49
11,2020-S22,51248,0,59
11,2020-S22,54211,0,69
11,2020-S22,42651,1,79
11,2020-S22,23159,0,89
11,2020-S22,6941,1,90
11,2020-S22,372705,3,0
11,2020-S23,36668,0,9
11,2020-S23,41976,0,19
11,2020-S23,30786,0,29
11,2020-S23,39384,1,39
11,2020-S23,45681,0,49
11,2020-S23,51248,0,59
11,2020-S23,54211,0,69
11,2020-S23,42651,1,79
11,2020-S23,23159,0,89
11,2020-S23,6941,0,90
11,2020-S23,372705,2,0
11,2020-S24,36668,0,9
11,2020-S24,41976,0,19
11,2020-S24,30786,0,29
11,2020-S24,39384,0,39
11,2020-S24,45681,0,49
11,2020-S24,51248,0,59
11,2020-S24,54211,0,69
11,2020-S24,42651,2,79
11,2020-S24,23159,0,89
11,2020-S24,6941,0,90
11,2020-S24,372705,2,0
11,2020-S25,36668,0,9
11,2020-S25,41976,0,19
11,2020-S25,30786,0,29
11,2020-S25,39384,0,39
11,2020-S25,45681,3,49
11,2020-S25,51248,0,59
11,2020-S25,54211,0,69
11,2020-S25,42651,0,79
11,2020-S25,23159,2,89
11,2020-S25,6941,1,90
11,2020-S25,372705,6,0
11,2020-S26,36668,0,9
11,2020-S26,41976,0,19
11,2020-S26,30786,0,29
11,2020-S26,39384,0,39
11,2020-S26,45681,0,49
11,2020-S26,51248,0,59
11,2020-S26,54211,0,69
11,2020-S26,42651,0,79
11,2020-S26,23159,0,89
11,2020-S26,6941,0,90
11,2020-S26,372705,0,0
11,2020-S27,36668,0,9
11,2020-S27,41976,0,19
11,2020-S27,30786,0,29
11,2020-S27,39384,0,39
11,2020-S27,45681,0,49
11,2020-S27,51248,0,59
11,2020-S27,54211,0,69
11,2020-S27,42651,0,79
11,2020-S27,23159,0,89
11,2020-S27,6941,2,90
11,2020-S27,372705,2,0
11,2020-S28,36668,0,9
11,2020-S28,41976,0,19
11,2020-S28,30786,1,29
11,2020-S28,39384,0,39
11,2020-S28,45681,0,49
11,2020-S28,51248,0,59
11,2020-S28,54211,0,69
11,2020-S28,42651,0,79
11,2020-S28,23159,0,89
11,2020-S28,6941,0,90
11,2020-S28,372705,1,0
11,2020-S29,36668,0,9
11,2020-S29,41976,0,19
11,2020-S29,30786,1,29
11,2020-S29,39384,0,39
11,2020-S29,45681,0,49
11,2020-S29,51248,0,59
11,2020-S29,54211,0,69
11,2020-S29,42651,0,79
11,2020-S29,23159,0,89
11,2020-S29,6941,0,90
11,2020-S29,372705,1,0
11,2020-S30,36668,0,9
11,2020-S30,41976,1,19
11,2020-S30,30786,1,29
11,2020-S30,39384,0,39
11,2020-S30,45681,0,49
11,2020-S30,51248,0,59
11,2020-S30,54211,0,69
11,2020-S30,42651,5,79
11,2020-S30,23159,0,89
11,2020-S30,6941,0,90
11,2020-S30,372705,7,0
11,2020-S31,36668,0,9
11,2020-S31,41976,0,19
11,2020-S31,30786,1,29
11,2020-S31,39384,0,39
11,2020-S31,45681,0,49
11,2020-S31,51248,0,59
11,2020-S31,54211,1,69
11,2020-S31,42651,1,79
11,2020-S31,23159,0,89
11,2020-S31,6941,0,90
11,2020-S31,372705,3,0
11,2020-S32,36668,1,9
11,2020-S32,41976,1,19
11,2020-S32,30786,11,29
11,2020-S32,39384,0,39
11,2020-S32,45681,0,49
11,2020-S32,51248,0,59
11,2020-S32,54211,1,69
11,2020-S32,42651,0,79
11,2020-S32,23159,0,89
11,2020-S32,6941,0,90
11,2020-S32,372705,14,0
11,2020-S33,36668,0,9
11,2020-S33,41976,6,19
11,2020-S33,30786,18,29
11,2020-S33,39384,4,39
11,2020-S33,45681,11,49
11,2020-S33,51248,3,59
11,2020-S33,54211,1,69
11,2020-S33,42651,0,79
11,2020-S33,23159,0,89
11,2020-S33,6941,0,90
11,2020-S33,372705,43,0
11,2020-S34,36668,2,9
11,2020-S34,41976,4,19
11,2020-S34,30786,16,29
11,2020-S34,39384,16,39
11,2020-S34,45681,6,49
11,2020-S34,51248,8,59
11,2020-S34,54211,6,69
11,2020-S34,42651,3,79
11,2020-S34,23159,0,89
11,2020-S34,6941,0,90
11,2020-S34,372705,61,0
11,2020-S35,36668,2,9
11,2020-S35,41976,5,19
11,2020-S35,30786,30,29
11,2020-S35,39384,14,39
11,2020-S35,45681,19,49
11,2020-S35,51248,14,59
11,2020-S35,54211,12,69
11,2020-S35,42651,5,79
11,2020-S35,23159,1,89
11,2020-S35,6941,0,90
11,2020-S35,372705,102,0
11,2020-S36,36668,8,9
11,2020-S36,41976,25,19
11,2020-S36,30786,50,29
11,2020-S36,39384,35,39
11,2020-S36,45681,30,49
11,2020-S36,51248,20,59
11,2020-S36,54211,9,69
11,2020-S36,42651,5,79
11,2020-S36,23159,2,89
11,2020-S36,6941,0,90
11,2020-S36,372705,184,0
11,2020-S37,36668,7,9
11,2020-S37,41976,13,19
11,2020-S37,30786,41,29
11,2020-S37,39384,18,39
11,2020-S37,45681,12,49
11,2020-S37,51248,28,59
11,2020-S37,54211,15,69
11,2020-S37,42651,10,79
11,2020-S37,23159,5,89
11,2020-S37,6941,1,90
11,2020-S37,372705,151,0
11,2020-S38,36668,0,9
11,2020-S38,41976,45,19
11,2020-S38,30786,44,29
11,2020-S38,39384,14,39
11,2020-S38,45681,22,49
11,2020-S38,51248,38,59
11,2020-S38,54211,15,69
11,2020-S38,42651,18,79
11,2020-S38,23159,8,89
11,2020-S38,6941,4,90
11,2020-S38,372705,211,0
11,2020-S39,36668,5,9
11,2020-S39,41976,67,19
11,2020-S39,30786,66,29
11,2020-S39,39384,27,39
11,2020-S39,45681,20,49
11,2020-S39,51248,27,59
11,2020-S39,54211,20,69
11,2020-S39,42651,9,79
11,2020-S39,23159,3,89
11,2020-S39,6941,0,90
11,2020-S39,372705,244,0
11,2020-S40,36668,3,9
11,2020-S40,41976,68,19
11,2020-S40,30786,74,29
11,2020-S40,39384,29,39
11,2020-S40,45681,42,49
11,2020-S40,51248,19,59
11,2020-S40,54211,18,69
11,2020-S40,42651,11,79
11,2020-S40,23159,5,89
11,2020-S40,6941,4,90
11,2020-S40,372705,273,0
12,2020-S21,25889,0,9
12,2020-S21,30051,0,19
12,2020-S21,22303,0,29
12,2020-S21,28724,1,39
12,2020-S21,33377,0,49
12,2020-S21,39683,1,59
12,2020-S21,40721,0,69
12,2020-S21,30946,1,79
12,2020-S21,20712,0,89
12,2020-S21,5954,2,90
12,2020-S21,278360,5,0
12,2020-S22,25889,0,9
12,2020-S22,30051,0,19
12,2020-S22,22303,1,29
12,2020-S22,28724,1,39
12,2020-S22,33377,0,49
12,2020-S22,39683,0,59
12,2020-S22,40721,0,69
12,2020-S22,30946,1,79
12,2020-S22,20712,0,89
12,2020-S22,5954,2,90
12,2020-S22,278360,5,0
12,2020-S23,25889,0,9
12,2020-S23,30051,0,19
12,2020-S23,22303,0,29
12,2020-S23,28724,0,39
12,2020-S23,33377,0,49
12,2020-S23,39683,0,59
12,2020-S23,40721,0,69
12,2020-S23,30946,0,79
12,2020-S23,20712,0,89
12,2020-S23,5954,0,90
12,2020-S23,278360,0,0
12,2020-S24,25889,0,9
12,2020-S24,30051,0,19
12,2020-S24,22303,0,29
12,2020-S24,28724,0,39
12,2020-S24,33377,0,49
12,2020-S24,39683,0,59
12,2020-S24,40721,0,69
12,2020-S24,30946,0,79
12,2020-S24,20712,0,89
12,2020-S24,5954,0,90
12,2020-S24,278360,0,0
12,2020-S25,25889,0,9
12,2020-S25,30051,0,19
12,2020-S25,22303,0,29
12,2020-S25,28724,0,39
12,2020-S25,33377,0,49
12,2020-S25,39683,0,59
12,2020-S25,40721,1,69
12,2020-S25,30946,1,79
12,2020-S25,20712,0,89
12,2020-S25,5954,0,90
12,2020-S25,278360,2,0
12,2020-S26,25889,0,9
12,2020-S26,30051,0,19
12,2020-S26,22303,1,29
12,2020-S26,28724,0,39
12,2020-S26,33377,2,49
12,2020-S26,39683,1,59
12,2020-S26,40721,0,69
12,2020-S26,30946,0,79
12,2020-S26,20712,0,89
12,2020-S26,5954,3,90
12,2020-S26,278360,7,0
12,2020-S27,25889,0,9
12,2020-S27,30051,0,19
12,2020-S27,22303,0,29
12,2020-S27,28724,0,39
12,2020-S27,33377,0,49
12,2020-S27,39683,0,59
12,2020-S27,40721,0,69
12,2020-S27,30946,0,79
12,2020-S27,20712,0,89
12,2020-S27,5954,0,90
12,2020-S27,278360,0,0
12,2020-S28,25889,0,9
12,2020-S28,30051,1,19
12,2020-S28,22303,0,29
12,2020-S28,28724,1,39
12,2020-S28,33377,0,49
12,2020-S28,39683,0,59
12,2020-S28,40721,0,69
12,2020-S28,30946,0,79
12,2020-S28,20712,0,89
12,2020-S28,5954,0,90
12,2020-S28,278360,2,0
12,2020-S29,25889,0,9
12,2020-S29,30051,0,19
12,2020-S29,22303,0,29
12,2020-S29,28724,0,39
12,2020-S29,33377,0,49
12,2020-S29,39683,0,59
12,2020-S29,40721,0,69
12,2020-S29,30946,0,79
12,2020-S29,20712,0,89
12,2020-S29,5954,0,90
12,2020-S29,278360,0,0
12,2020-S30,25889,0,9
12,2020-S30,30051,0,19
12,2020-S30,22303,1,29
12,2020-S30,28724,2,39
12,2020-S30,33377,0,49
12,2020-S30,39683,0,59
12,2020-S30,40721,0,69
12,2020-S30,30946,0,79
12,2020-S30,20712,1,89
12,2020-S30,5954,1,90
12,2020-S30,278360,5,0
12,2020-S31,25889,0,9
12,2020-S31,30051,1,19
12,2020-S31,22303,3,29
12,2020-S31,28724,2,39
12,2020-S31,33377,0,49
12,2020-S31,39683,3,59
12,2020-S31,40721,0,69
12,2020-S31,30946,2,79
12,2020-S31,20712,1,89
12,2020-S31,5954,1,90
12,2020-S31,278360,14,0
12,2020-S32,25889,0,9
12,2020-S32,30051,0,19
12,2020-S32,22303,4,29
12,2020-S32,28724,0,39
12,2020-S32,33377,1,49
12,2020-S32,39683,0,59
12,2020-S32,40721,2,69
12,2020-S32,30946,0,79
12,2020-S32,20712,1,89
12,2020-S32,5954,0,90
12,2020-S32,278360,8,0
12,2020-S33,25889,0,9
12,2020-S33,30051,5,19
12,2020-S33,22303,8,29
12,2020-S33,28724,3,39
12,2020-S33,33377,3,49
12,2020-S33,39683,3,59
12,2020-S33,40721,0,69
12,2020-S33,30946,0,79
12,2020-S33,20712,0,89
12,2020-S33,5954,0,90
12,2020-S33,278360,22,0
12,2020-S34,25889,0,9
12,2020-S34,30051,2,19
12,2020-S34,22303,10,29
12,2020-S34,28724,5,39
12,2020-S34,33377,7,49
12,2020-S34,39683,2,59
12,2020-S34,40721,6,69
12,2020-S34,30946,1,79
12,2020-S34,20712,0,89
12,2020-S34,5954,0,90
12,2020-S34,278360,33,0
12,2020-S35,25889,0,9
12,2020-S35,30051,9,19
12,2020-S35,22303,27,29
12,2020-S35,28724,7,39
12,2020-S35,33377,10,49
12,2020-S35,39683,11,59
12,2020-S35,40721,10,69
12,2020-S35,30946,3,79
12,2020-S35,20712,1,89
12,2020-S35,5954,0,90
12,2020-S35,278360,78,0
12,2020-S36,25889,9,9
12,2020-S36,30051,17,19
12,2020-S36,22303,16,29
12,2020-S36,28724,19,39
12,2020-S36,33377,8,49
12,2020-S36,39683,15,59
12,2020-S36,40721,5,69
12,2020-S36,30946,5,79
12,2020-S36,20712,26,89
12,2020-S36,5954,17,90
12,2020-S36,278360,137,0
12,2020-S37,25889,3,9
12,2020-S37,30051,20,19
12,2020-S37,22303,35,29
12,2020-S37,28724,20,39
12,2020-S37,33377,26,49
12,2020-S37,39683,27,59
12,2020-S37,40721,8,69
12,2020-S37,30946,8,79
12,2020-S37,20712,12,89
12,2020-S37,5954,10,90
12,2020-S37,278360,169,0
12,2020-S38,25889,3,9
12,2020-S38,30051,38,19
12,2020-S38,22303,39,29
12,2020-S38,28724,20,39
12,2020-S38,33377,30,49
12,2020-S38,39683,38,59
12,2020-S38,40721,20,69
12,2020-S38,30946,16,79
12,2020-S38,20712,10,89
12,2020-S38,5954,2,90
12,2020-S38,278360,216,0
12,2020-S39,25889,6,9
12,2020-S39,30051,53,19
12,2020-S39,22303,44,29
12,2020-S39,28724,15,39
12,2020-S39,33377,26,49
12,2020-S39,39683,34,59
12,2020-S39,40721,14,69
12,2020-S39,30946,24,79
12,2020-S39,20712,6,89
12,2020-S39,5954,3,90
12,2020-S39,278360,225,0
12,2020-S40,25889,3,9
12,2020-S40,30051,48,19
12,2020-S40,22303,31,29
12,2020-S40,28724,18,39
12,2020-S40,33377,27,49
12,2020-S40,39683,25,59
12,2020-S40,40721,12,69
12,2020-S40,30946,15,79
12,2020-S40,20712,16,89
12,2020-S40,5954,11,90
12,2020-S40,278360,206,0
13,2020-S21,238296,3,9
13,2020-S21,242619,6,19
13,2020-S21,229385,18,29
13,2020-S21,254362,11,39
13,2020-S21,256640,18,49
13,2020-S21,265649,25,59
13,2020-S21,236530,21,69
13,2020-S21,182685,20,79
13,2020-S21,100029,36,89
13,2020-S21,28274,29,90
13,2020-S21,2034469,188,0
13,2020-S22,238296,4,9
13,2020-S22,242619,3,19
13,2020-S22,229385,12,29
13,2020-S22,254362,18,39
13,2020-S22,256640,24,49
13,2020-S22,265649,18,59
13,2020-S22,236530,19,69
13,2020-S22,182685,15,79
13,2020-S22,100029,17,89
13,2020-S22,28274,19,90
13,2020-S22,2034469,149,0
13,2020-S23,238296,2,9
13,2020-S23,242619,5,19
13,2020-S23,229385,22,29
13,2020-S23,254362,39,39
13,2020-S23,256640,44,49
13,2020-S23,265649,25,59
13,2020-S23,236530,13,69
13,2020-S23,182685,9,79
13,2020-S23,100029,16,89
13,2020-S23,28274,8,90
13,2020-S23,2034469,184,0
13,2020-S24,238296,8,9
13,2020-S24,242619,10,19
13,2020-S24,229385,22,29
13,2020-S24,254362,48,39
13,2020-S24,256640,47,49
13,2020-S24,265649,27,59
13,2020-S24,236530,19,69
13,2020-S24,182685,6,79
13,2020-S24,100029,8,89
13,2020-S24,28274,7,90
13,2020-S24,2034469,202,0
13,2020-S25,238296,4,9
13,2020-S25,242619,3,19
13,2020-S25,229385,14,29
13,2020-S25,254362,19,39
13,2020-S25,256640,23,49
13,2020-S25,265649,15,59
13,2020-S25,236530,7,69
13,2020-S25,182685,8,79
13,2020-S25,100029,4,89
13,2020-S25,28274,0,90
13,2020-S25,2034469,102,0
13,2020-S26,238296,3,9
13,2020-S26,242619,3,19
13,2020-S26,229385,12,29
13,2020-S26,254362,7,39
13,2020-S26,256640,8,49
13,2020-S26,265649,7,59
13,2020-S26,236530,6,69
13,2020-S26,182685,6,79
13,2020-S26,100029,5,89
13,2020-S26,28274,2,90
13,2020-S26,2034469,59,0
13,2020-S27,238296,6,9
13,2020-S27,242619,10,19
13,2020-S27,229385,14,29
13,2020-S27,254362,15,39
13,2020-S27,256640,14,49
13,2020-S27,265649,16,59
13,2020-S27,236530,5,69
13,2020-S27,182685,8,79
13,2020-S27,100029,3,89
13,2020-S27,28274,1,90
13,2020-S27,2034469,92,0
13,2020-S28,238296,16,9
13,2020-S28,242619,18,19
13,2020-S28,229385,25,29
13,2020-S28,254362,31,39
13,2020-S28,256640,22,49
13,2020-S28,265649,35,59
13,2020-S28,236530,13,69
13,2020-S28,182685,10,79
13,2020-S28,100029,4,89
13,2020-S28,28274,0,90
13,2020-S28,2034469,175,0
13,2020-S29,238296,7,9
13,2020-S29,242619,15,19
13,2020-S29,229385,22,29
13,2020-S29,254362,25,39
13,2020-S29,256640,24,49
13,2020-S29,265649,25,59
13,2020-S29,236530,14,69
13,2020-S29,182685,7,79
13,2020-S29,100029,2,89
13,2020-S29,28274,4,90
13,2020-S29,2034469,145,0
13,2020-S30,238296,12,9
13,2020-S30,242619,15,19
13,2020-S30,229385,42,29
13,2020-S30,254362,57,39
13,2020-S30,256640,25,49
13,2020-S30,265649,28,59
13,2020-S30,236530,19,69
13,2020-S30,182685,20,79
13,2020-S30,100029,3,89
13,2020-S30,28274,1,90
13,2020-S30,2034469,222,0
13,2020-S31,238296,18,9
13,2020-S31,242619,67,19
13,2020-S31,229385,172,29
13,2020-S31,254362,76,39
13,2020-S31,256640,51,49
13,2020-S31,265649,55,59
13,2020-S31,236530,31,69
13,2020-S31,182685,19,79
13,2020-S31,100029,12,89
13,2020-S31,28274,12,90
13,2020-S31,2034469,513,0
13,2020-S32,238296,26,9
13,2020-S32,242619,92,19
13,2020-S32,229385,328,29
13,2020-S32,254362,180,39
13,2020-S32,256640,114,49
13,2020-S32,265649,115,59
13,2020-S32,236530,64,69
13,2020-S32,182685,36,79
13,2020-S32,100029,18,89
13,2020-S32,28274,9,90
13,2020-S32,2034469,982,0
13,2020-S33,238296,43,9
13,2020-S33,242619,179,19
13,2020-S33,229385,626,29
13,2020-S33,254362,296,39
13,2020-S33,256640,216,49
13,2020-S33,265649,215,59
13,2020-S33,236530,114,69
13,2020-S33,182685,45,79
13,2020-S33,100029,37,89
13,2020-S33,28274,16,90
13,2020-S33,2034469,1787,0
13,2020-S34,238296,87,9
13,2020-S34,242619,288,19
13,2020-S34,229385,1060,29
13,2020-S34,254362,562,39
13,2020-S34,256640,379,49
13,2020-S34,265649,324,59
13,2020-S34,236530,200,69
13,2020-S34,182685,86,79
13,2020-S34,100029,56,89
13,2020-S34,28274,31,90
13,2020-S34,2034469,3074,0
13,2020-S35,238296,134,9
13,2020-S35,242619,440,19
13,2020-S35,229385,1131,29
13,2020-S35,254362,711,39
13,2020-S35,256640,474,49
13,2020-S35,265649,446,59
13,2020-S35,236530,309,69
13,2020-S35,182685,149,79
13,2020-S35,100029,88,89
13,2020-S35,28274,33,90
13,2020-S35,2034469,3927,0
13,2020-S36,238296,178,9
13,2020-S36,242619,519,19
13,2020-S36,229385,1087,29
13,2020-S36,254362,737,39
13,2020-S36,256640,576,49
13,2020-S36,265649,581,59
13,2020-S36,236530,372,69
13,2020-S36,182685,193,79
13,2020-S36,100029,121,89
13,2020-S36,28274,55,90
13,2020-S36,2034469,4419,0
13,2020-S37,238296,253,9
13,2020-S37,242619,564,19
13,2020-S37,229385,990,29
13,2020-S37,254362,750,39
13,2020-S37,256640,668,49
13,2020-S37,265649,663,59
13,2020-S37,236530,407,69
13,2020-S37,182685,257,79
13,2020-S37,100029,149,89
13,2020-S37,28274,93,90
13,2020-S37,2034469,4795,0
13,2020-S38,238296,179,9
13,2020-S38,242619,599,19
13,2020-S38,229385,890,29
13,2020-S38,254362,744,39
13,2020-S38,256640,630,49
13,2020-S38,265649,635,59
13,2020-S38,236530,398,69
13,2020-S38,182685,231,79
13,2020-S38,100029,142,89
13,2020-S38,28274,66,90
13,2020-S38,2034469,4517,0
13,2020-S39,238296,116,9
13,2020-S39,242619,480,19
13,2020-S39,229385,805,29
13,2020-S39,254362,603,39
13,2020-S39,256640,583,49
13,2020-S39,265649,528,59
13,2020-S39,236530,374,69
13,2020-S39,182685,218,79
13,2020-S39,100029,142,89
13,2020-S39,28274,82,90
13,2020-S39,2034469,3932,0
13,2020-S40,238296,92,9
13,2020-S40,242619,492,19
13,2020-S40,229385,816,29
13,2020-S40,254362,590,39
13,2020-S40,256640,566,49
13,2020-S40,265649,565,59
13,2020-S40,236530,353,69
13,2020-S40,182685,233,79
13,2020-S40,100029,128,89
13,2020-S40,28274,66,90
13,2020-S40,2034469,3902,0
14,2020-S21,72169,1,9
14,2020-S21,88223,0,19
14,2020-S21,76688,0,29
14,2020-S21,78671,0,39
14,2020-S21,84964,0,49
14,2020-S21,89285,4,59
14,2020-S21,91001,1,69
14,2020-S21,63355,1,79
14,2020-S21,36325,1,89
14,2020-S21,10772,1,90
14,2020-S21,691453,9,0
14,2020-S22,72169,0,9
14,2020-S22,88223,0,19
14,2020-S22,76688,0,29
14,2020-S22,78671,0,39
14,2020-S22,84964,0,49
14,2020-S22,89285,4,59
14,2020-S22,91001,1,69
14,2020-S22,63355,1,79
14,2020-S22,36325,2,89
14,2020-S22,10772,1,90
14,2020-S22,691453,9,0
14,2020-S23,72169,0,9
14,2020-S23,88223,0,19
14,2020-S23,76688,3,29
14,2020-S23,78671,0,39
14,2020-S23,84964,1,49
14,2020-S23,89285,0,59
14,2020-S23,91001,0,69
14,2020-S23,63355,0,79
14,2020-S23,36325,0,89
14,2020-S23,10772,1,90
14,2020-S23,691453,5,0
14,2020-S24,72169,0,9
14,2020-S24,88223,1,19
14,2020-S24,76688,0,29
14,2020-S24,78671,0,39
14,2020-S24,84964,0,49
14,2020-S24,89285,1,59
14,2020-S24,91001,1,69
14,2020-S24,63355,1,79
14,2020-S24,36325,0,89
14,2020-S24,10772,0,90
14,2020-S24,691453,4,0
14,2020-S25,72169,1,9
14,2020-S25,88223,0,19
14,2020-S25,76688,1,29
14,2020-S25,78671,2,39
14,2020-S25,84964,0,49
14,2020-S25,89285,2,59
14,2020-S25,91001,1,69
14,2020-S25,63355,0,79
14,2020-S25,36325,0,89
14,2020-S25,10772,0,90
14,2020-S25,691453,7,0
14,2020-S26,72169,0,9
14,2020-S26,88223,1,19
14,2020-S26,76688,1,29
14,2020-S26,78671,1,39
14,2020-S26,84964,1,49
14,2020-S26,89285,2,59
14,2020-S26,91001,0,69
14,2020-S26,63355,1,79
14,2020-S26,36325,1,89
14,2020-S26,10772,0,90
14,2020-S26,691453,8,0
14,2020-S27,72169,0,9
14,2020-S27,88223,0,19
14,2020-S27,76688,2,29
14,2020-S27,78671,1,39
14,2020-S27,84964,2,49
14,2020-S27,89285,2,59
14,2020-S27,91001,0,69
14,2020-S27,63355,1,79
14,2020-S27,36325,2,89
14,2020-S27,10772,1,90
14,2020-S27,691453,11,0
14,2020-S28,72169,1,9
14,2020-S28,88223,4,19
14,2020-S28,76688,6,29
14,2020-S28,78671,3,39
14,2020-S28,84964,1,49
14,2020-S28,89285,1,59
14,2020-S28,91001,1,69
14,2020-S28,63355,2,79
14,2020-S28,36325,0,89
14,2020-S28,10772,0,90
14,2020-S28,691453,19,0
14,2020-S29,72169,1,9
14,2020-S29,88223,6,19
14,2020-S29,76688,8,29
14,2020-S29,78671,7,39
14,2020-S29,84964,4,49
14,2020-S29,89285,3,59
14,2020-S29,91001,1,69
14,2020-S29,63355,2,79
14,2020-S29,36325,1,89
14,2020-S29,10772,0,90
14,2020-S29,691453,33,0
14,2020-S30,72169,2,9
14,2020-S30,88223,3,19
14,2020-S30,76688,8,29
14,2020-S30,78671,7,39
14,2020-S30,84964,4,49
14,2020-S30,89285,4,59
14,2020-S30,91001,1,69
14,2020-S30,63355,2,79
14,2020-S30,36325,4,89
14,2020-S30,10772,1,90
14,2020-S30,691453,36,0
14,2020-S31,72169,1,9
14,2020-S31,88223,3,19
14,2020-S31,76688,6,29
14,2020-S31,78671,4,39
14,2020-S31,84964,2,49
14,2020-S31,89285,7,59
14,2020-S31,91001,2,69
14,2020-S31,63355,0,79
14,2020-S31,36325,0,89
14,2020-S31,10772,0,90
14,2020-S31,691453,25,0
14,2020-S32,72169,3,9
14,2020-S32,88223,2,19
14,2020-S32,76688,4,29
14,2020-S32,78671,11,39
14,2020-S32,84964,2,49
14,2020-S32,89285,4,59
14,2020-S32,91001,0,69
14,2020-S32,63355,3,79
14,2020-S32,36325,0,89
14,2020-S32,10772,1,90
14,2020-S32,691453,30,0
14,2020-S33,72169,1,9
14,2020-S33,88223,2,19
14,2020-S33,76688,26,29
14,2020-S33,78671,10,39
14,2020-S33,84964,5,49
14,2020-S33,89285,2,59
14,2020-S33,91001,4,69
14,2020-S33,63355,5,79
14,2020-S33,36325,1,89
14,2020-S33,10772,0,90
14,2020-S33,691453,56,0
14,2020-S34,72169,2,9
14,2020-S34,88223,10,19
14,2020-S34,76688,27,29
14,2020-S34,78671,10,39
14,2020-S34,84964,19,49
14,2020-S34,89285,6,59
14,2020-S34,91001,6,69
14,2020-S34,63355,3,79
14,2020-S34,36325,2,89
14,2020-S34,10772,1,90
14,2020-S34,691453,86,0
14,2020-S35,72169,6,9
14,2020-S35,88223,27,19
14,2020-S35,76688,53,29
14,2020-S35,78671,14,39
14,2020-S35,84964,15,49
14,2020-S35,89285,15,59
14,2020-S35,91001,7,69
14,2020-S35,63355,2,79
14,2020-S35,36325,3,89
14,2020-S35,10772,0,90
14,2020-S35,691453,142,0
14,2020-S36,72169,7,9
14,2020-S36,88223,43,19
14,2020-S36,76688,46,29
14,2020-S36,78671,33,39
14,2020-S36,84964,31,49
14,2020-S36,89285,30,59
14,2020-S36,91001,21,69
14,2020-S36,63355,11,79
14,2020-S36,36325,1,89
14,2020-S36,10772,0,90
14,2020-S36,691453,223,0
14,2020-S37,72169,21,9
14,2020-S37,88223,73,19
14,2020-S37,76688,105,29
14,2020-S37,78671,52,39
14,2020-S37,84964,78,49
14,2020-S37,89285,60,59
14,2020-S37,91001,45,69
14,2020-S37,63355,26,79
14,2020-S37,36325,9,89
14,2020-S37,10772,2,90
14,2020-S37,691453,471,0
14,2020-S38,72169,23,9
14,2020-S38,88223,65,19
14,2020-S38,76688,79,29
14,2020-S38,78671,62,39
14,2020-S38,84964,79,49
14,2020-S38,89285,52,59
14,2020-S38,91001,42,69
14,2020-S38,63355,27,79
14,2020-S38,36325,13,89
14,2020-S38,10772,3,90
14,2020-S38,691453,445,0
14,2020-S39,72169,15,9
14,2020-S39,88223,61,19
14,2020-S39,76688,117,29
14,2020-S39,78671,64,39
14,2020-S39,84964,52,49
14,2020-S39,89285,41,59
14,2020-S39,91001,37,69
14,2020-S39,63355,27,79
14,2020-S39,36325,9,89
14,2020-S39,10772,12,90
14,2020-S39,691453,435,0
14,2020-S40,72169,9,9
14,2020-S40,88223,79,19
14,2020-S40,76688,159,29
14,2020-S40,78671,74,39
14,2020-S40,84964,88,49
14,2020-S40,89285,84,59
14,2020-S40,91001,59,69
14,2020-S40,63355,34,79
14,2020-S40,36325,16,89
14,2020-S40,10772,8,90
14,2020-S40,691453,610,0
15,2020-S21,11848,0,9
15,2020-S21,14723,0,19
15,2020-S21,10823,0,29
15,2020-S21,14131,0,39
15,2020-S21,17202,3,49
15,2020-S21,21195,0,59
15,2020-S21,22570,2,69
15,2020-S21,16580,0,79
15,2020-S21,10736,0,89
15,2020-S21,3003,0,90
15,2020-S21,142811,5,0
15,2020-S22,11848,0,9
15,2020-S22,14723,0,19
15,2020-S22,10823,0,29
15,2020-S22,14131,0,39
15,2020-S22,17202,0,49
15,2020-S22,21195,1,59
15,2020-S22,22570,0,69
15,2020-S22,16580,0,79
15,2020-S22,10736,0,89
15,2020-S22,3003,0,90
15,2020-S22,142811,1,0
15,2020-S23,11848,0,9
15,2020-S23,14723,1,19
15,2020-S23,10823,1,29
15,2020-S23,14131,0,39
15,2020-S23,17202,0,49
15,2020-S23,21195,0,59
15,2020-S23,22570,0,69
15,2020-S23,16580,0,79
15,2020-S23,10736,0,89
15,2020-S23,3003,0,90
